index,bitmask,num_features,mean_accuracy,mean_time
460,000000111001100,5,0.8659119941,0.1861046727
461,000000111001101,6,0.8560267929,0.3062752574
462,000000111001110,6,0.8703762777,0.1976798638
463,000000111001111,7,0.8636798505,0.2978889458
464,000000111010000,4,0.853794653,0.1815562656
465,000000111010001,5,0.8558673561,0.2155964407
466,000000111010010,5,0.8635204118,0.3287941879
467,000000111010011,6,0.8630420975,0.2516621337
468,000000111010100,5,0.8571428657,0.1461888691
469,000000111010101,6,0.8609693926,0.2062080945
470,000000111010110,6,0.8695790842,0.2109126109
471,000000111010111,7,0.8727678582,0.3696957766
472,000000111011000,5,0.858099496,0.2815924571
473,000000111011001,6,0.8464604691,0.2089182022
474,000000111011010,6,0.8698979616,0.2086331607
475,000000111011011,7,0.8636798523,0.3254372538
476,000000111011100,6,0.8593750056,0.1338792697
477,000000111011101,7,0.8474171013,0.3630209579
478,000000111011110,7,0.8663903102,0.2790732477
479,000000111011111,8,0.8706951551,0.3135603713
480,000000111100000,4,0.8525191434,0.1334369906
481,000000111100001,5,0.8520408254,0.1885925354
482,000000111100010,5,0.8627232201,0.1828735634
483,000000111100011,6,0.8679846972,0.3567889272
484,000000111100100,5,0.8721301034,0.1296431492
485,000000111100101,6,0.8541135304,0.2186113552
486,000000111100110,6,0.8706951551,0.187798379
487,000000111100111,7,0.8698979616,0.3073675525
488,000000111101000,5,0.8617665861,0.1319046753
489,000000111101001,6,0.853316335,0.1738422886
490,000000111101010,6,0.8689413294,0.2244434638
491,000000111101011,7,0.8606505152,0.4257561043
492,000000111101100,6,0.8652742393,0.117315103
493,000000111101101,7,0.8486926127,0.2409796566
494,000000111101110,7,0.8558673542,0.2343458738
495,000000111101111,8,0.8675063811,0.3336702492
496,000000111110000,5,0.8641581684,0.2282440956
497,000000111110001,6,0.8472576626,0.2076320217
498,000000111110010,6,0.8611288331,0.1988364463
499,000000111110011,7,0.867028065,0.3365807785
500,000000111110100,6,0.8620854653,0.1232977938
501,000000111110101,7,0.8496492431,0.2613742766
502,000000111110110,7,0.8625637814,0.3261150541
503,000000111110111,8,0.8684630133,0.3213716079
504,000000111111000,6,0.8627232201,0.12397567
505,000000111111001,7,0.8437500112,0.2395426775
506,000000111111010,7,0.8622449003,0.2695940048
507,000000111111011,8,0.8649553619,0.4333326444
508,000000111111100,7,0.8488520533,0.1958466889
509,000000111111101,8,0.8509247545,0.2517516925
510,000000111111110,8,0.8628826588,0.2378405835
511,000000111111111,9,0.8694196455,0.3602095591
512,000001000000000,1,0.6382334139,0.1272546207
513,000001000000001,2,0.6875000019,0.136401217
514,000001000000010,2,0.6529017836,0.2272987943
515,000001000000011,3,0.6836734712,0.343716044
516,000001000000100,2,0.6407844387,0.05281306032
517,000001000000101,3,0.6841517836,0.188677473
518,000001000000110,3,0.6535395309,0.2431537681
519,000001000000111,4,0.6949936226,0.4041906907
520,000001000001000,2,0.6195790805,0.02033412203
521,000001000001001,3,0.6608737204,0.1978657123
522,000001000001010,3,0.6345663257,0.2736298153
523,000001000001011,4,0.6940369941,0.2839771188
524,000001000001100,3,0.6242028046,0.07518253964
525,000001000001101,4,0.683354592,0.1770646437
526,000001000001110,4,0.6470025424,0.2245795242
527,000001000001111,5,0.7126913313,0.3742182394
528,000001000010000,2,0.7573341802,0.04168652493
529,000001000010001,3,0.7756696325,0.2595838313
530,000001000010010,3,0.7240114901,0.27264512
531,000001000010011,4,0.7697703987,0.3173358492
532,000001000010100,3,0.745216839,0.1277847557
533,000001000010101,4,0.7734374925,0.2245960007
534,000001000010110,4,0.7267219462,0.3365346766
535,000001000010111,5,0.7759885155,0.304169178
536,000001000011000,3,0.7471301034,0.1408884795
537,000001000011001,4,0.784279326,0.1884060944
538,000001000011010,4,0.7195472009,0.1956558626
539,000001000011011,5,0.7707270309,0.3862226382
540,000001000011100,4,0.742665818,0.1086419586
541,000001000011101,5,0.7823660616,0.1819440178
542,000001000011110,5,0.7281568944,0.2125978151
543,000001000011111,6,0.7771045789,0.2656296468
544,000001000100000,2,0.7351721954,0.05245301849
545,000001000100001,3,0.7689732071,0.1943638423
546,000001000100010,3,0.6940369979,0.2697854862
547,000001000100011,4,0.7592474427,0.4397814963
548,000001000100100,3,0.7273597028,0.06276529201
549,000001000100101,4,0.7833226956,0.1542025255
550,000001000100110,4,0.7082270477,0.1916938012
551,000001000100111,5,0.7610012703,0.2261089091
552,000001000101000,3,0.7525510192,0.07050435944
553,000001000101001,4,0.7853954043,0.2150407103
554,000001000101010,4,0.7020089403,0.2706037788
555,000001000101011,5,0.7476084195,0.2264629528
556,000001000101100,4,0.7337372489,0.07921158941
557,000001000101101,5,0.782525504,0.1437871992
558,000001000101110,5,0.705357153,0.159330531
559,000001000101111,6,0.7748724408,0.2223351081
560,000001000110000,3,0.7523915824,0.178041182
561,000001000110001,4,0.7865114715,0.2209845979
562,000001000110010,4,0.7447385229,0.1723885098
563,000001000110011,5,0.7747129984,0.2237891685
564,000001000110100,4,0.7490433678,0.1053214723
565,000001000110101,5,0.788903052,0.1506650657
566,000001000110110,5,0.7429846972,0.1845022188
567,000001000110111,6,0.7828443777,0.3541790927
568,000001000111000,4,0.7496811226,0.09463308787
569,000001000111001,5,0.7785395309,0.1648052239
570,000001000111010,5,0.7332589366,0.1923004491
571,000001000111011,6,0.7775828969,0.218834369
572,000001000111100,5,0.7433035746,0.1077782966
573,000001000111101,6,0.7906568833,0.1467031022
574,000001000111110,6,0.7389987316,0.2792875879
575,000001000111111,7,0.7726402991,0.3496222226
576,000001001000000,2,0.8646364845,0.05370264483
577,000001001000001,3,0.8552295957,0.1785209521
578,000001001000010,3,0.8360969517,0.195137145
579,000001001000011,4,0.8557079174,0.258044167
580,000001001000100,3,0.8662308678,0.07076541125
581,000001001000101,4,0.8671875037,0.1571514525
