run_index,seed,algorithm,case,bitstring,n_features,accuracy,second_objective,scalar_fitness
10,1000010,pso,breast,010001000,2,0.95564,0.0887217,0.933418
10,1000010,sga,breast,010001000,2,0.95564,0.0222222,0.933418
10,1000010,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
10,1000010,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
10,1000010,sga,credit,000100001100011,5,0.887117,0.0333333,0.853784
10,1000010,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
10,1000010,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
10,1000010,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
10,1000010,nsga2,triangle,0010101100000000,4,4,4,3.975
10,1000010,pso,triangle,0101001001000000,4,4,4,3.975
10,1000010,sga,triangle,0010010000000110,4,4,0.025,3.975
11,1000011,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
11,1000011,pso,breast,010001000,2,0.95564,0.0887217,0.933418
11,1000011,sga,breast,010001000,2,0.95564,0.0222222,0.933418
11,1000011,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
11,1000011,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
11,1000011,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
11,1000011,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
11,1000011,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
11,1000011,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
11,1000011,nsga2,triangle,1000010010000001,4,4,4,3.975
11,1000011,pso,triangle,0010101000001000,4,4,4,3.975
11,1000011,sga,triangle,0100010101000000,4,4,0.025,3.975
12,1000012,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
12,1000012,pso,breast,010001000,2,0.95564,0.0887217,0.933418
12,1000012,sga,breast,010001000,2,0.95564,0.0222222,0.933418
12,1000012,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
12,1000012,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
12,1000012,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
12,1000012,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
12,1000012,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
12,1000012,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
12,1000012,nsga2,triangle,0010000000010011,4,4,4,3.975
12,1000012,pso,triangle,0001100010000001,4,4,4,3.975
12,1000012,sga,triangle,0000001000011010,4,4,0.025,3.975
13,1000013,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
13,1000013,pso,breast,010001000,2,0.95564,0.0887217,0.933418
13,1000013,sga,breast,010001000,2,0.95564,0.0222222,0.933418
13,1000013,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
13,1000013,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
13,1000013,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
13,1000013,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
13,1000013,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
13,1000013,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
13,1000013,nsga2,triangle,0110000100000010,4,4,4,3.975
13,1000013,pso,triangle,1010000000000011,4,4,4,3.975
13,1000013,sga,triangle,0110000010010000,4,4,0.025,3.975
14,1000014,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
14,1000014,pso,breast,010001000,2,0.95564,0.0887217,0.933418
14,1000014,sga,breast,010001000,2,0.95564,0.0222222,0.933418
14,1000014,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
14,1000014,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
14,1000014,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
14,1000014,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
14,1000014,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
14,1000014,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
14,1000014,nsga2,triangle,0000100101000010,4,4,4,3.975
14,1000014,pso,triangle,0000011000100100,4,4,4,3.975
14,1000014,sga,triangle,0101001000010000,4,4,0.025,3.975
15,1000015,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
15,1000015,pso,breast,010001000,2,0.95564,0.0887217,0.933418
15,1000015,sga,breast,010001000,2,0.95564,0.0222222,0.933418
15,1000015,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
15,1000015,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
15,1000015,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
15,1000015,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
15,1000015,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
15,1000015,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
15,1000015,nsga2,triangle,0010000011000010,4,4,4,3.975
15,1000015,pso,triangle,0001100100000010,4,4,4,3.975
15,1000015,sga,triangle,0000010011010000,4,4,0.025,3.975
16,1000016,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
16,1000016,pso,breast,010001000,2,0.95564,0.0887217,0.933418
16,1000016,sga,breast,010001000,2,0.95564,0.0222222,0.933418
16,1000016,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
16,1000016,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
16,1000016,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
16,1000016,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
16,1000016,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
16,1000016,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
16,1000016,nsga2,triangle,1110000010000000,4,4,4,3.975
16,1000016,pso,triangle,1000000000001101,4,4,4,3.975
16,1000016,sga,triangle,0011000000000101,4,4,0.025,3.975
17,1000017,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
17,1000017,pso,breast,010001000,2,0.95564,0.0887217,0.933418
17,1000017,sga,breast,010001000,2,0.95564,0.0222222,0.933418
17,1000017,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
17,1000017,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
17,1000017,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
17,1000017,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
17,1000017,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
17,1000017,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
17,1000017,nsga2,triangle,0010010100001000,4,4,4,3.975
17,1000017,pso,triangle,0101100000100000,4,4,4,3.975
17,1000017,sga,triangle,1011000000010000,4,4,0.025,3.975
18,1000018,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
18,1000018,pso,breast,010001000,2,0.95564,0.0887217,0.933418
18,1000018,sga,breast,010001000,2,0.95564,0.0222222,0.933418
18,1000018,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
18,1000018,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
18,1000018,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
18,1000018,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
18,1000018,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
18,1000018,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
18,1000018,nsga2,triangle,0000100001001001,4,4,4,3.975
18,1000018,pso,triangle,0010000100000110,4,4,4,3.975
18,1000018,sga,triangle,0001010000011000,4,4,0.025,3.975
19,1000019,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
19,1000019,pso,breast,010001000,2,0.95564,0.0887217,0.933418
19,1000019,sga,breast,010001000,2,0.95564,0.0222222,0.933418
19,1000019,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
19,1000019,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
19,1000019,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
19,1000019,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
19,1000019,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
19,1000019,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
19,1000019,nsga2,triangle,1001100000000100,4,4,4,3.975
19,1000019,pso,triangle,0011011000000000,4,4,4,3.975
19,1000019,sga,triangle,0000010100000011,4,4,0.025,3.975
20,1000020,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
20,1000020,pso,breast,010001000,2,0.95564,0.0887217,0.933418
20,1000020,sga,breast,010001000,2,0.95564,0.0222222,0.933418
20,1000020,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
20,1000020,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
20,1000020,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
20,1000020,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
20,1000020,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
20,1000020,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
20,1000020,nsga2,triangle,0010100000001010,4,4,4,3.975
20,1000020,pso,triangle,0000001100010010,4,4,4,3.975
20,1000020,sga,triangle,1001010000000001,4,4,0.025,3.975
21,1000021,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
21,1000021,pso,breast,010001000,2,0.95564,0.0887217,0.933418
21,1000021,sga,breast,010001000,2,0.95564,0.0222222,0.933418
21,1000021,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
21,1000021,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
21,1000021,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
21,1000021,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
21,1000021,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
21,1000021,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
21,1000021,nsga2,triangle,0010000100000110,4,4,4,3.975
21,1000021,pso,triangle,0010000000101001,4,4,4,3.975
21,1000021,sga,triangle,0000000010101001,4,4,0.025,3.975
22,1000022,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
22,1000022,pso,breast,010001000,2,0.95564,0.0887217,0.933418
22,1000022,sga,breast,010001000,2,0.95564,0.0222222,0.933418
22,1000022,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
22,1000022,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
22,1000022,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
22,1000022,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
22,1000022,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
22,1000022,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
22,1000022,nsga2,triangle,0000010000010011,4,4,4,3.975
22,1000022,pso,triangle,1000000101000010,4,4,4,3.975
22,1000022,sga,triangle,0001110000001000,4,4,0.025,3.975
23,1000023,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
23,1000023,pso,breast,010001000,2,0.95564,0.0887217,0.933418
23,1000023,sga,breast,010001000,2,0.95564,0.0222222,0.933418
23,1000023,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
23,1000023,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
23,1000023,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
23,1000023,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
23,1000023,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
23,1000023,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
23,1000023,nsga2,triangle,0100001000100001,4,4,4,3.975
23,1000023,pso,triangle,0101101000000000,4,4,4,3.975
23,1000023,sga,triangle,0100011000000001,4,4,0.025,3.975
24,1000024,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
24,1000024,pso,breast,010001000,2,0.95564,0.0887217,0.933418
24,1000024,sga,breast,100001010,3,0.966311,0.0333333,0.932978
24,1000024,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
24,1000024,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
24,1000024,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
24,1000024,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
24,1000024,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
24,1000024,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
24,1000024,nsga2,triangle,0000010101010000,4,4,4,3.975
24,1000024,pso,triangle,0010000010100001,4,4,4,3.975
24,1000024,sga,triangle,0100001000110000,4,4,0.025,3.975
25,1000025,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
25,1000025,pso,breast,010001000,2,0.95564,0.0887217,0.933418
25,1000025,sga,breast,010001000,2,0.95564,0.0222222,0.933418
25,1000025,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
25,1000025,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
25,1000025,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
25,1000025,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
25,1000025,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
25,1000025,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
25,1000025,nsga2,triangle,0010000011010000,4,4,4,3.975
25,1000025,pso,triangle,0000111010000000,4,4,4,3.975
25,1000025,sga,triangle,1101000000000001,4,4,0.025,3.975
26,1000026,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
26,1000026,pso,breast,010001000,2,0.95564,0.0887217,0.933418
26,1000026,sga,breast,010001000,2,0.95564,0.0222222,0.933418
26,1000026,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
26,1000026,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
26,1000026,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
26,1000026,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
26,1000026,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
26,1000026,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
26,1000026,nsga2,triangle,0100010000011000,4,4,4,3.975
26,1000026,pso,triangle,0100001001000010,4,4,4,3.975
26,1000026,sga,triangle,0001010000000101,4,4,0.025,3.975
27,1000027,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
27,1000027,pso,breast,010001000,2,0.95564,0.0887217,0.933418
27,1000027,sga,breast,010001000,2,0.95564,0.0222222,0.933418
27,1000027,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
27,1000027,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
27,1000027,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
27,1000027,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
27,1000027,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
27,1000027,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
27,1000027,nsga2,triangle,1000000101000010,4,4,4,3.975
27,1000027,pso,triangle,0000101010010000,4,4,4,3.975
27,1000027,sga,triangle,0010001001010000,4,4,0.025,3.975
28,1000028,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
28,1000028,pso,breast,010001000,2,0.95564,0.0887217,0.933418
28,1000028,sga,breast,010001000,2,0.95564,0.0222222,0.933418
28,1000028,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
28,1000028,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
28,1000028,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
28,1000028,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
28,1000028,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
28,1000028,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
28,1000028,nsga2,triangle,0011000001100000,4,4,4,3.975
28,1000028,pso,triangle,0000010001010010,4,4,4,3.975
28,1000028,sga,triangle,1000000000100110,4,4,0.025,3.975
29,1000029,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
29,1000029,pso,breast,010001000,2,0.95564,0.0887217,0.933418
29,1000029,sga,breast,010001000,2,0.95564,0.0222222,0.933418
29,1000029,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
29,1000029,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
29,1000029,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
29,1000029,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
29,1000029,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
29,1000029,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
29,1000029,nsga2,triangle,1100000000100001,4,4,4,3.975
29,1000029,pso,triangle,0010000010010001,4,4,4,3.975
29,1000029,sga,triangle,0000001001101000,4,4,0.025,3.975
30,1000030,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
30,1000030,pso,breast,010001000,2,0.95564,0.0887217,0.933418
30,1000030,sga,breast,010001000,2,0.95564,0.0222222,0.933418
30,1000030,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
30,1000030,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
30,1000030,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
30,1000030,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
30,1000030,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
30,1000030,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
30,1000030,nsga2,triangle,1100000000000101,4,4,4,3.975
30,1000030,pso,triangle,0010111000000000,4,4,4,3.975
30,1000030,sga,triangle,0101000000101000,4,4,0.025,3.975
31,1000031,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
31,1000031,pso,breast,010001000,2,0.95564,0.0887217,0.933418
31,1000031,sga,breast,010001000,2,0.95564,0.0222222,0.933418
31,1000031,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
31,1000031,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
31,1000031,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
31,1000031,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
31,1000031,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
31,1000031,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
