run_index,seed,algorithm,case,bitstring,n_features,accuracy,second_objective,scalar_fitness
54,1000054,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
54,1000054,nsga2,triangle,0010101000000001,4,4,4,3.975
54,1000054,pso,triangle,0011000011000000,4,4,4,3.975
54,1000054,sga,triangle,0000000111000010,4,4,0.025,3.975
55,1000055,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
55,1000055,pso,breast,010001000,2,0.95564,0.0887217,0.933418
55,1000055,sga,breast,010001000,2,0.95564,0.0222222,0.933418
55,1000055,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
55,1000055,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
55,1000055,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
55,1000055,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
55,1000055,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
55,1000055,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
55,1000055,nsga2,triangle,0010000101000001,4,4,4,3.975
55,1000055,pso,triangle,1101001000000000,4,4,4,3.975
55,1000055,sga,triangle,0010001001010000,4,4,0.025,3.975
56,1000056,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
56,1000056,pso,breast,010001000,2,0.95564,0.0887217,0.933418
56,1000056,sga,breast,010001000,2,0.95564,0.0222222,0.933418
56,1000056,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
56,1000056,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
56,1000056,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
56,1000056,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
56,1000056,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
56,1000056,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
56,1000056,nsga2,triangle,1000010000101000,4,4,4,3.975
56,1000056,pso,triangle,1010000000001100,4,4,4,3.975
56,1000056,sga,triangle,0000010010010010,4,4,0.025,3.975
57,1000057,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
57,1000057,pso,breast,010001000,2,0.95564,0.0887217,0.933418
57,1000057,sga,breast,010001000,2,0.95564,0.0222222,0.933418
57,1000057,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
57,1000057,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
57,1000057,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
57,1000057,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
57,1000057,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
57,1000057,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
57,1000057,nsga2,triangle,0000001001001010,4,4,4,3.975
57,1000057,pso,triangle,0000011011000000,4,4,4,3.975
57,1000057,sga,triangle,0001100100010000,4,4,0.025,3.975
58,1000058,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
58,1000058,pso,breast,010001000,2,0.95564,0.0887217,0.933418
58,1000058,sga,breast,010001000,2,0.95564,0.0222222,0.933418
58,1000058,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
58,1000058,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
58,1000058,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
58,1000058,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
58,1000058,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
58,1000058,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
58,1000058,nsga2,triangle,1010000000110000,4,4,4,3.975
58,1000058,pso,triangle,0000000110100100,4,4,4,3.975
58,1000058,sga,triangle,1000000100010001,4,4,0.025,3.975
59,1000059,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
59,1000059,pso,breast,010001000,2,0.95564,0.0887217,0.933418
59,1000059,sga,breast,010001000,2,0.95564,0.0222222,0.933418
59,1000059,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
59,1000059,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
59,1000059,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
59,1000059,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
59,1000059,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
59,1000059,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
59,1000059,nsga2,triangle,0010000101010000,4,4,4,3.975
59,1000059,pso,triangle,0010100010001000,4,4,4,3.975
59,1000059,sga,triangle,0000001010001100,4,4,0.025,3.975
60,1000060,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
60,1000060,pso,breast,010001000,2,0.95564,0.0887217,0.933418
60,1000060,sga,breast,010001000,2,0.95564,0.0222222,0.933418
60,1000060,nsga2,credit,101111001111111,12,0.890944,0.336846,0.810944
60,1000060,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
60,1000060,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
60,1000060,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
60,1000060,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
60,1000060,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
60,1000060,nsga2,triangle,1001000001000100,4,4,4,3.975
60,1000060,pso,triangle,0010010100001000,4,4,4,3.975
60,1000060,sga,triangle,0100100000010001,4,4,0.025,3.975
61,1000061,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
61,1000061,pso,breast,010001000,2,0.95564,0.0887217,0.933418
61,1000061,sga,breast,010001000,2,0.95564,0.0222222,0.933418
61,1000061,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
61,1000061,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
61,1000061,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
61,1000061,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
61,1000061,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
61,1000061,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
61,1000061,nsga2,triangle,0100000010001100,4,4,4,3.975
61,1000061,pso,triangle,0110010000000010,4,4,4,3.975
61,1000061,sga,triangle,0100000111000000,4,4,0.025,3.975
62,1000062,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
62,1000062,pso,breast,010001000,2,0.95564,0.0887217,0.933418
62,1000062,sga,breast,010001000,2,0.95564,0.0222222,0.933418
62,1000062,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
62,1000062,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
62,1000062,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
62,1000062,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
62,1000062,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
62,1000062,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
62,1000062,nsga2,triangle,1000000001100010,4,4,4,3.975
62,1000062,pso,triangle,1111000000000000,4,4,4,3.975
62,1000062,sga,triangle,0110001001000000,4,4,0.025,3.975
63,1000063,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
63,1000063,pso,breast,010001000,2,0.95564,0.0887217,0.933418
63,1000063,sga,breast,010001000,2,0.95564,0.0222222,0.933418
63,1000063,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
63,1000063,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
63,1000063,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
63,1000063,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
63,1000063,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
63,1000063,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
63,1000063,nsga2,triangle,0010000001100001,4,4,4,3.975
63,1000063,pso,triangle,0000101100001000,4,4,4,3.975
63,1000063,sga,triangle,1000001011000000,4,4,0.025,3.975
64,1000064,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
64,1000064,pso,breast,010001000,2,0.95564,0.0887217,0.933418
64,1000064,sga,breast,010001000,2,0.95564,0.0222222,0.933418
64,1000064,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
64,1000064,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
64,1000064,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
64,1000064,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
64,1000064,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
64,1000064,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
64,1000064,nsga2,triangle,0000000101100100,4,4,4,3.975
64,1000064,pso,triangle,0001010001000100,4,4,4,3.975
64,1000064,sga,triangle,1000100000010100,4,4,0.025,3.975
65,1000065,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
65,1000065,pso,breast,010001000,2,0.95564,0.0887217,0.933418
65,1000065,sga,breast,010001000,2,0.95564,0.0222222,0.933418
65,1000065,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
65,1000065,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
65,1000065,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
65,1000065,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
65,1000065,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
65,1000065,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
65,1000065,nsga2,triangle,1000100010001000,4,4,4,3.975
65,1000065,pso,triangle,0010100000100001,4,4,4,3.975
65,1000065,sga,triangle,0110000000001001,4,4,0.025,3.975
66,1000066,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
66,1000066,pso,breast,010001000,2,0.95564,0.0887217,0.933418
66,1000066,sga,breast,010001000,2,0.95564,0.0222222,0.933418
66,1000066,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
66,1000066,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
66,1000066,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
66,1000066,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
66,1000066,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
66,1000066,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
66,1000066,nsga2,triangle,0010010000000011,4,4,4,3.975
66,1000066,pso,triangle,1001000100100000,4,4,4,3.975
66,1000066,sga,triangle,0110000100001000,4,4,0.025,3.975
67,1000067,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
67,1000067,pso,breast,010001000,2,0.95564,0.0887217,0.933418
67,1000067,sga,breast,010001000,2,0.95564,0.0222222,0.933418
67,1000067,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
67,1000067,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
67,1000067,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
67,1000067,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
67,1000067,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
67,1000067,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
67,1000067,nsga2,triangle,0000010001000110,4,4,4,3.975
67,1000067,pso,triangle,0011000000000110,4,4,4,3.975
67,1000067,sga,triangle,0101010000001000,4,4,0.025,3.975
68,1000068,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
68,1000068,pso,breast,010001000,2,0.95564,0.0887217,0.933418
68,1000068,sga,breast,010001000,2,0.95564,0.0222222,0.933418
68,1000068,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
68,1000068,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
68,1000068,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
68,1000068,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
68,1000068,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
68,1000068,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
68,1000068,nsga2,triangle,0000110000000110,4,4,4,3.975
68,1000068,pso,triangle,0000100001000011,4,4,4,3.975
68,1000068,sga,triangle,1001001000000010,4,4,0.025,3.975
69,1000069,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
69,1000069,pso,breast,010001000,2,0.95564,0.0887217,0.933418
69,1000069,sga,breast,010001000,2,0.95564,0.0222222,0.933418
69,1000069,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
69,1000069,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
69,1000069,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
69,1000069,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
69,1000069,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
69,1000069,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
69,1000069,nsga2,triangle,0101100000000001,4,4,4,3.975
69,1000069,pso,triangle,0001000000101010,4,4,4,3.975
69,1000069,sga,triangle,0001011000100000,4,4,0.025,3.975
70,1000070,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
70,1000070,pso,breast,010001000,2,0.95564,0.0887217,0.933418
70,1000070,sga,breast,010001000,2,0.95564,0.0222222,0.933418
70,1000070,nsga2,credit,101111001111111,12,0.890944,0.336846,0.810944
70,1000070,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
70,1000070,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
70,1000070,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
70,1000070,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
70,1000070,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
70,1000070,nsga2,triangle,0010000001100010,4,4,4,3.975
70,1000070,pso,triangle,0001010010001000,4,4,4,3.975
70,1000070,sga,triangle,0000100100110000,4,4,0.025,3.975
71,1000071,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
71,1000071,pso,breast,010001000,2,0.95564,0.0887217,0.933418
71,1000071,sga,breast,010001000,2,0.95564,0.0222222,0.933418
71,1000071,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
71,1000071,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
71,1000071,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
71,1000071,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
71,1000071,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
71,1000071,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
71,1000071,nsga2,triangle,0001110001000000,4,4,4,3.975
71,1000071,pso,triangle,0001010001100000,4,4,4,3.975
71,1000071,sga,triangle,0100000000010101,4,4,0.025,3.975
72,1000072,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
72,1000072,pso,breast,010001000,2,0.95564,0.0887217,0.933418
72,1000072,sga,breast,100001010,3,0.966311,0.0333333,0.932978
72,1000072,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
72,1000072,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
72,1000072,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
72,1000072,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
72,1000072,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
72,1000072,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
72,1000072,nsga2,triangle,0010010100100000,4,4,4,3.975
72,1000072,pso,triangle,0010011000100000,4,4,4,3.975
72,1000072,sga,triangle,1001000000011000,4,4,0.025,3.975
73,1000073,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
73,1000073,pso,breast,010001000,2,0.95564,0.0887217,0.933418
73,1000073,sga,breast,010001000,2,0.95564,0.0222222,0.933418
73,1000073,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
73,1000073,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
73,1000073,sga,credit,000100001100011,5,0.887117,0.0333333,0.853784
73,1000073,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
73,1000073,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
73,1000073,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
73,1000073,nsga2,triangle,0100010001100000,4,4,4,3.975
73,1000073,pso,triangle,0010100100001000,4,4,4,3.975
73,1000073,sga,triangle,0010000000001110,4,4,0.025,3.975
74,1000074,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
74,1000074,pso,breast,010001000,2,0.95564,0.0887217,0.933418
74,1000074,sga,breast,010001000,2,0.95564,0.0222222,0.933418
74,1000074,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
74,1000074,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
74,1000074,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
74,1000074,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
74,1000074,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
74,1000074,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
74,1000074,nsga2,triangle,0000001011000001,4,4,4,3.975
74,1000074,pso,triangle,1000011000000010,4,4,4,3.975
74,1000074,sga,triangle,0001010010000010,4,4,0.025,3.975
75,1000075,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
75,1000075,pso,breast,010001000,2,0.95564,0.0887217,0.933418
75,1000075,sga,breast,010001000,2,0.95564,0.0222222,0.933418
75,1000075,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
75,1000075,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
75,1000075,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
75,1000075,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
75,1000075,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
75,1000075,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
75,1000075,nsga2,triangle,0000110000011000,4,4,4,3.975
75,1000075,pso,triangle,0000100100000011,4,4,4,3.975
75,1000075,sga,triangle,0100000010010100,4,4,0.025,3.975
76,1000076,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
76,1000076,pso,breast,010001000,2,0.95564,0.0887217,0.933418
76,1000076,sga,breast,010001000,2,0.95564,0.0222222,0.933418
76,1000076,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
76,1000076,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
76,1000076,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
76,1000076,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
76,1000076,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
76,1000076,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
76,1000076,nsga2,triangle,0001001001000010,4,4,4,3.975
76,1000076,pso,triangle,0100010000010010,4,4,4,3.975
76,1000076,sga,triangle,0101010000100000,4,4,0.025,3.975
77,1000077,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
77,1000077,pso,breast,010001000,2,0.95564,0.0887217,0.933418
77,1000077,sga,breast,010001000,2,0.95564,0.0222222,0.933418
77,1000077,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
77,1000077,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
77,1000077,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
77,1000077,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
77,1000077,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
77,1000077,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
77,1000077,nsga2,triangle,0101000000110000,4,4,4,3.975
77,1000077,pso,triangle,0011100000000100,4,4,4,3.975
77,1000077,sga,triangle,0001010001000010,4,4,0.025,3.975
78,1000078,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
78,1000078,pso,breast,010001000,2,0.95564,0.0887217,0.933418
78,1000078,sga,breast,010001000,2,0.95564,0.0222222,0.933418
78,1000078,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
78,1000078,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
78,1000078,sga,credit,000100001100011,5,0.887117,0.0333333,0.853784
78,1000078,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
78,1000078,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
78,1000078,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
78,1000078,nsga2,triangle,0000001110000100,4,4,4,3.975
78,1000078,pso,triangle,1000010000101000,4,4,4,3.975
78,1000078,sga,triangle,0000100011000100,4,4,0.025,3.975
79,1000079,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
79,1000079,pso,breast,010001000,2,0.95564,0.0887217,0.933418
79,1000079,sga,breast,010001000,2,0.95564,0.0222222,0.933418
79,1000079,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
79,1000079,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
79,1000079,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
79,1000079,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
79,1000079,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
79,1000079,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
79,1000079,nsga2,triangle,0001001010010000,4,4,4,3.975
79,1000079,pso,triangle,0000000001010110,4,4,4,3.975
79,1000079,sga,triangle,1000001010010000,4,4,0.025,3.975
80,1000080,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
80,1000080,pso,breast,010001000,2,0.95564,0.0887217,0.933418
80,1000080,sga,breast,010001000,2,0.95564,0.0222222,0.933418
80,1000080,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
80,1000080,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
80,1000080,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
80,1000080,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
80,1000080,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
80,1000080,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
80,1000080,nsga2,triangle,0000100010000011,4,4,4,3.975
80,1000080,pso,triangle,0110100000010000,4,4,4,3.975
80,1000080,sga,triangle,0010001000001100,4,4,0.025,3.975
81,1000081,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
81,1000081,pso,breast,010001000,2,0.95564,0.0887217,0.933418
81,1000081,sga,breast,010001000,2,0.95564,0.0222222,0.933418
81,1000081,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
81,1000081,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
81,1000081,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
81,1000081,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
81,1000081,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
81,1000081,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
81,1000081,nsga2,triangle,0010011001000000,4,4,4,3.975
81,1000081,pso,triangle,0110001000000100,4,4,4,3.975
81,1000081,sga,triangle,1000100000010001,4,4,0.025,3.975
82,1000082,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
82,1000082,pso,breast,010001000,2,0.95564,0.0887217,0.933418
82,1000082,sga,breast,010001000,2,0.95564,0.0222222,0.933418
82,1000082,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
82,1000082,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
82,1000082,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
82,1000082,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
82,1000082,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
82,1000082,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
82,1000082,nsga2,triangle,0010110000000010,4,4,4,3.975
82,1000082,pso,triangle,0100100000100001,4,4,4,3.975
82,1000082,sga,triangle,1001000011000000,4,4,0.025,3.975
83,1000083,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
83,1000083,pso,breast,010001000,2,0.95564,0.0887217,0.933418
83,1000083,sga,breast,010001000,2,0.95564,0.0222222,0.933418
83,1000083,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
83,1000083,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
83,1000083,sga,credit,000100001100011,5,0.887117,0.0333333,0.853784
83,1000083,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
83,1000083,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
83,1000083,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
83,1000083,nsga2,triangle,0010100010010000,4,4,4,3.975
83,1000083,pso,triangle,0000100100100001,4,4,4,3.975
83,1000083,sga,triangle,0101000001010000,4,4,0.025,3.975
84,1000084,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
84,1000084,pso,breast,010001000,2,0.95564,0.0887217,0.933418
84,1000084,sga,breast,010001000,2,0.95564,0.0222222,0.933418
84,1000084,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
84,1000084,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
84,1000084,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
84,1000084,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
84,1000084,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
84,1000084,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
84,1000084,nsga2,triangle,1001000000000011,4,4,4,3.975
84,1000084,pso,triangle,0100000101000010,4,4,4,3.975
84,1000084,sga,triangle,0010000000101010,4,4,0.025,3.975
85,1000085,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
85,1000085,pso,breast,010001000,2,0.95564,0.0887217,0.933418
85,1000085,sga,breast,010001000,2,0.95564,0.0222222,0.933418
85,1000085,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
85,1000085,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
85,1000085,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
85,1000085,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
85,1000085,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
85,1000085,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
85,1000085,nsga2,triangle,1000010000000011,4,4,4,3.975
85,1000085,pso,triangle,0000001000001101,4,4,4,3.975
85,1000085,sga,triangle,0010000110000010,4,4,0.025,3.975
86,1000086,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
86,1000086,pso,breast,010001000,2,0.95564,0.0887217,0.933418
86,1000086,sga,breast,010001000,2,0.95564,0.0222222,0.933418
86,1000086,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
86,1000086,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
86,1000086,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
86,1000086,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
86,1000086,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
86,1000086,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
86,1000086,nsga2,triangle,0110110000000000,4,4,4,3.975
86,1000086,pso,triangle,1000000000101100,4,4,4,3.975
86,1000086,sga,triangle,0000001001001001,4,4,0.025,3.975
87,1000087,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
87,1000087,pso,breast,010001000,2,0.95564,0.0887217,0.933418
87,1000087,sga,breast,010001000,2,0.95564,0.0222222,0.933418
87,1000087,nsga2,credit,001110001110111,9,0.891263,0.335393,0.831263
87,1000087,pso,credit,000000101000000,2,0.871173,0.0524994,0.85784
87,1000087,sga,credit,000000101000000,2,0.871173,0.0133333,0.85784
87,1000087,nsga2,letter,0000011111111111,11,0.956333,0.386006,0.887583
87,1000087,pso,letter,0000000111111111,9,0.947344,0.276575,0.891094
87,1000087,sga,letter,0000000111111111,9,0.947344,0.05625,0.891094
87,1000087,nsga2,triangle,0100001000100001,4,4,4,3.975
87,1000087,pso,triangle,1100000100100000,4,4,4,3.975
87,1000087,sga,triangle,0001000100100010,4,4,0.025,3.975
88,1000088,nsga2,breast,111001111,7,0.970122,0.221558,0.892344
88,1000088,pso,breast,010001000,2,0.95564,0.0887217,0.933418
