generation,num_fronts,pareto_size,best_accuracy,min_time,mean_accuracy,mean_time,hypervolume,mutation_rate,diversity
27,1,1,0.9696646333,0.05144251033,0.9509118066,0.1884394718,0.9334180193,0.08080808081,0.8148148148
28,1,1,0.9695121981,0.06868225115,0.9523223382,0.2006635569,0.9334180193,0.07968574635,0.8271604938
29,1,1,0.9701219536,0.05144251033,0.951567671,0.1867582916,0.9334180193,0.0785634119,0.9197530864
30,1,1,0.9692073204,0.05144251033,0.9516043687,0.1890439982,0.9334180193,0.07744107744,0.8148148148
31,1,1,0.9701219536,0.06868225115,0.9488162411,0.1876595064,0.9334180193,0.07631874299,0.8703703704
32,1,1,0.9701219536,0.07468588371,0.9523580958,0.1929995529,0.9334180193,0.07519640853,0.8456790123
33,1,1,0.9693597592,0.09079117677,0.9523006953,0.1899671779,0.9334180193,0.07407407407,0.8518518519
34,1,1,0.9701219536,0.06868225115,0.949661242,0.1874283539,0.9334180193,0.07295173962,0.8827160494
35,1,1,0.9696646389,0.06868225115,0.9527721275,0.2004536707,0.9334180193,0.07182940516,0.8580246914
36,1,1,0.9689024445,0.08404751134,0.9514848645,0.1847435676,0.9334180193,0.07070707071,0.8209876543
37,1,1,0.9701219536,0.06868225115,0.9503716834,0.193535761,0.9334180193,0.06958473625,0.8580246914
38,1,1,0.9696646333,0.05144251033,0.9501025628,0.1876158519,0.9334180193,0.0684624018,0.8641975309
39,1,1,0.9693597592,0.06868225115,0.952406086,0.1946569301,0.9334180193,0.06734006734,0.8950617284
40,1,1,0.9689024445,0.08404751134,0.9519788797,0.1887902075,0.9334180193,0.06621773288,0.8580246914
41,1,1,0.9696646333,0.06868225115,0.953733811,0.188794681,0.9334180193,0.06509539843,0.8641975309
42,1,1,0.9696646333,0.08872172865,0.9515846084,0.1980841663,0.9334180193,0.06397306397,0.8580246914
43,1,1,0.9696646389,0.08872172865,0.955025778,0.1957961353,0.9334180193,0.06285072952,0.8395061728
44,1,1,0.9684451278,0.08404751134,0.9527024941,0.1916120972,0.9334180193,0.06172839506,0.8765432099
45,1,1,0.9701219536,0.08404751134,0.9539982262,0.1983794097,0.9334180193,0.06060606061,0.8518518519
46,1,1,0.9695122056,0.06868225115,0.9489498604,0.1844931952,0.9334180193,0.05948372615,0.8580246914
