generation,index,bitmask,num_features,accuracy,time,rank,crowding_distance
0,14228,0011011110010100,8,0,8,480,0
0,39557,1001101010000101,7,1,7,307,0
0,39060,1001100010010100,6,2,6,185,0
0,24618,0110000000101010,5,3,5,97,0
0,35382,1000101000110110,7,1,7,310,0
0,12980,0011001010110100,7,1,7,311,0
0,38914,1001100000000010,4,4,4,0,0
0,60205,1110101100101101,10,2,10,278,0
0,15486,0011110001111110,10,2,10,277,0
0,52099,1100101110000011,8,0,8,478,0
0,28708,0111000000100100,5,3,5,105,0
0,39876,1001101111000100,8,0,8,477,0
0,39696,1001101100010000,6,2,6,176,0
0,64332,1111101101001100,10,2,10,274,0
0,48929,1011111100100001,9,1,9,405,0
0,6826,0001101010101010,7,1,7,321,0
0,7696,0001111000010000,5,3,5,107,0
0,63488,1111100000000000,5,3,5,108,0
0,10448,0010100011010000,5,3,5,116,0
0,60460,1110110000101100,8,0,8,476,0
0,27137,0110101000000001,5,3,5,122,0
0,12815,0011001000001111,7,1,7,327,0
0,39939,1001110000000011,6,2,6,167,0
0,14548,0011100011010100,7,1,7,329,0
0,59697,1110100100110001,8,0,8,472,0
0,39911,1001101111100111,11,3,11,129,0
0,36932,1001000001000100,4,4,4,0,0
0,35474,1000101010010010,6,2,6,158,0
0,10377,0010100010001001,5,3,5,109,0
0,20699,0101000011011011,8,0,8,470,0
0,55908,1101101001100100,8,0,8,468,0
0,42883,1010011110000011,8,0,8,467,0
0,26860,0110100011101100,8,0,8,466,0
0,42240,1010010100000000,4,4,4,0,0
0,63208,1111011011101000,10,2,10,253,0
0,40064,1001110010000000,5,3,5,73,0
0,642,0000001010000010,3,3,3,54,0
0,24085,0101111000010101,8,0,8,465,0
0,47972,1011101101100100,9,1,9,395,0
0,48867,1011111011100011,11,3,11,137,0
0,46690,1011011001100010,8,0,8,462,0
0,37397,1001001000010101,6,2,6,151,0
0,44210,1010110010110010,8,0,8,461,0
0,26369,0110011100000001,6,2,6,153,0
0,27331,0110101011000011,8,0,8,459,0
0,58170,1110001100111010,9,1,9,389,0
0,63706,1111100011011010,10,2,10,268,0
0,63838,1111100101011110,11,3,11,141,0
0,4721,0001001001110001,6,2,6,154,0
0,48920,1011111100011000,9,1,9,385,0
0,29704,0111010000001000,5,3,5,87,0
0,35929,1000110001011001,7,1,7,357,0
0,6465,0001100101000001,5,3,5,98,0
0,24932,0110000101100100,6,2,6,161,0
0,32960,1000000011000000,3,3,3,49,0
0,43266,1010100100000010,5,3,5,123,0
0,9282,0010010001000010,4,4,4,0,0
0,47456,1011100101100000,7,1,7,363,0
0,63528,1111100000101000,7,1,7,364,0
0,63069,1111011001011101,11,3,11,128,0
0,51230,1100100000011110,7,1,7,366,0
0,47660,1011101000101100,8,0,8,454,0
0,5390,0001010100001110,6,2,6,170,0
0,41747,1010001100010011,7,1,7,369,0
0,7186,0001110000010010,5,3,5,121,0
0,14690,0011100101100010,7,1,7,371,0
0,2183,0000100010000111,5,3,5,118,0
0,51389,1100100010111101,9,1,9,377,0
0,14609,0011100100010001,6,2,6,172,0
0,21833,0101010101001001,7,1,7,284,0
0,40835,1001111110000011,9,1,9,376,0
0,45333,1011000100010101,7,1,7,373,0
0,26828,0110100011001100,7,1,7,370,0
0,10257,0010100000010001,4,4,4,0,0
0,48130,1011110000000010,6,2,6,173,0
0,13409,0011010001100001,6,2,6,174,0
0,28167,0110111000000111,8,0,8,445,0
0,7495,0001110101000111,8,0,8,444,0
0,45125,1011000001000101,6,2,6,175,0
0,19397,0100101111000101,8,0,8,443,0
0,33648,1000001101110000,6,2,6,177,0
0,59408,1110100000010000,5,3,5,104,0
0,47950,1011101101001110,10,2,10,257,0
0,43286,1010100100010110,7,1,7,351,0
0,37313,1001000111000001,6,2,6,178,0
0,7344,0001110010110000,6,2,6,179,0
0,5232,0001010001110000,5,3,5,99,0
0,28893,0111000011011101,9,1,9,393,0
0,15651,0011110100100011,8,0,8,440,0
0,59588,1110100011000100,7,1,7,344,0
0,15502,0011110010001110,8,0,8,438,0
0,40711,1001111100000111,9,1,9,397,0
0,4517,0001000110100101,6,2,6,181,0
0,37256,1001000110001000,5,3,5,96,0
0,59969,1110101001000001,7,1,7,340,0
0,11589,0010110101000101,7,1,7,336,0
0,2528,0000100111100000,5,3,5,93,0
0,14692,0011100101100100,7,1,7,330,0
0,62005,1111001000110101,9,1,9,404,0
0,47233,1011100010000001,6,2,6,186,0
0,35111,1000100100100111,7,1,7,316,0
0,24584,0110000000001000,3,3,3,42,0
0,20148,0100111010110100,8,0,8,436,0
0,9642,0010010110101010,7,1,7,308,0
0,49775,1100001001101111,9,1,9,410,0
0,27656,0110110000001000,5,3,5,89,0
0,5248,0001010010000000,3,3,3,40,0
0,44321,1010110100100001,7,1,7,304,0
0,45684,1011001001110100,8,0,8,432,0
0,22554,0101100000011010,6,2,6,188,0
0,59080,1110011011001000,8,0,8,431,0
0,6837,0001101010110101,8,0,8,430,0
0,2055,0000100000000111,4,4,4,0,0
0,60980,1110111000110100,9,1,9,419,0
0,9761,0010011000100001,5,3,5,82,0
0,47824,1011101011010000,8,0,8,511,0
0,56109,1101101100101101,10,2,10,252,0
0,59394,1110100000000010,5,3,5,81,0
0,53892,1101001010000100,6,2,6,191,0
0,35018,1000100011001010,6,2,6,192,0
0,14724,0011100110000100,6,2,6,193,0
0,47855,1011101011101111,12,4,12,38,0
0,41185,1010000011100001,6,2,6,198,0
0,47452,1011100101011100,9,1,9,418,0
0,39489,1001101001000001,6,2,6,200,0
0,55297,1101100000000001,5,3,5,68,0
0,59825,1110100110110001,9,1,9,414,0
0,48290,1011110010100010,8,0,8,433,0
0,43820,1010101100101100,8,0,8,434,0
0,39371,1001100111001011,9,1,9,411,0
0,51973,1100101100000101,7,1,7,314,0
0,2528,0000100111100000,5,3,5,67,0
0,46010,1011001110111010,10,2,10,254,0
0,15686,0011110101000110,8,0,8,439,0
0,48355,1011110011100011,10,2,10,255,0
0,24653,0110000001001101,6,2,6,202,0
0,27687,0110110000100111,8,0,8,442,0
0,52698,1100110111011010,10,2,10,259,0
0,38191,1001010100101111,9,1,9,383,0
0,682,0000001010101010,5,3,5,65,0
