index,bitmask,num_features,mean_accuracy,mean_time
54,000110110,4,0.9384146333,0.1622000067
55,000110111,5,0.9394817054,0.1547308483
56,000111000,3,0.9454268273,0.1453281161
57,000111001,4,0.9443597514,0.1744129988
58,000111010,4,0.9541158453,0.1998991431
59,000111011,5,0.9528963305,0.1926716072
60,000111100,4,0.9525914546,0.1621299409
61,000111101,5,0.9515243843,0.1722416603
62,000111110,5,0.9538109656,0.2270585177
63,000111111,6,0.9544207286,0.2803421966
64,001000000,1,0.9262195174,0.09079117677
65,001000001,2,0.9350609761,0.1252497334
66,001000010,2,0.9518292602,0.09929567995
67,001000011,3,0.9541158434,0.1536063617
68,001000100,2,0.947560966,0.2287352863
69,001000101,3,0.949695114,0.1974406161
70,001000110,3,0.9445121922,0.1709114732
71,001000111,4,0.9454268254,0.1695544343
72,001001000,2,0.9495426752,0.1139507112
73,001001001,3,0.953048775,0.1462754204
74,001001010,3,0.9570121821,0.1378696063
75,001001011,4,0.9623475578,0.1703412908
76,001001100,3,0.9522865731,0.1880639463
77,001001101,4,0.9611280505,0.2220115
78,001001110,4,0.9573170636,0.2032758179
79,001001111,5,0.962957317,0.2229459747
80,001010000,2,0.9368902445,0.1682704333
81,001010001,3,0.9440548755,0.1765820705
82,001010010,3,0.9452743866,0.1904831256
83,001010011,4,0.9489329197,0.2551624496
84,001010100,3,0.9432926793,0.1912370785
85,001010101,4,0.949542677,0.1903469744
86,001010110,4,0.9498475529,0.2009678534
87,001010111,5,0.9501524288,0.2489087577
88,001011000,3,0.9570121896,0.1966020344
89,001011001,4,0.958079258,0.2149465061
90,001011010,4,0.9618902393,0.2218290572
91,001011011,5,0.9626524337,0.2549881525
92,001011100,4,0.9571646284,0.2256155275
93,001011101,5,0.9603658449,0.2507782625
94,001011110,5,0.9580792617,0.2609661664
95,001011111,6,0.9603658505,0.4629407227
96,001100000,2,0.9330792725,0.09982250445
97,001100001,3,0.9439024366,0.1496965196
98,001100010,3,0.9480182808,0.1166399249
99,001100011,4,0.9495426733,0.1583316922
100,001100100,3,0.9481707253,0.1504776806
101,001100101,4,0.9471036494,0.1847556052
102,001100110,4,0.9516768195,0.1653954163
103,001100111,5,0.9515243843,0.1856543748
104,001101000,3,0.9568597451,0.1185564424
105,001101001,4,0.9583841395,0.1598443775
106,001101010,4,0.9589938987,0.1349909608
107,001101011,5,0.9643292632,0.1645711297
108,001101100,4,0.9585365746,0.1886128322
109,001101101,5,0.9626524318,0.2083265451
110,001101110,5,0.9606707301,0.2040525535
111,001101111,6,0.958993895,0.2237674175
112,001110000,3,0.9481707234,0.1940589957
113,001110001,4,0.9504573084,0.1746187271
114,001110010,4,0.9474085346,0.1818423038
115,001110011,5,0.9527438954,0.1939238748
116,001110100,4,0.9464938957,0.2140967343
117,001110101,5,0.9518292584,0.210091874
118,001110110,5,0.9516768213,0.2225226476
119,001110111,6,0.9516768157,0.2266518502
120,001111000,4,0.9544207193,0.2454422717
121,001111001,5,0.9562499933,0.3466811553
122,001111010,5,0.9635670725,0.3054453623
123,001111011,6,0.9626524355,0.2404932803
124,001111100,5,0.9573170636,0.2322485391
125,001111101,6,0.9565548748,0.2541114357
126,001111110,6,0.9554878008,0.2875207094
127,001111111,7,0.9617378041,0.3252968704
128,010000000,1,0.9323170781,0.08404751134
129,010000001,2,0.9335365873,0.1010586498
130,010000010,2,0.9394817092,0.1096591135
131,010000011,3,0.9347560965,0.1501262328
132,010000100,2,0.9396341462,0.1636577162
133,010000101,3,0.9432926811,0.1673714092
134,010000110,3,0.9411585312,0.1737534327
135,010000111,4,0.9429878015,0.1987346318
136,010001000,2,0.9556402415,0.08872172865
137,010001001,3,0.9589938968,0.1376599907
138,010001010,3,0.9580792598,0.1175190397
139,010001011,4,0.9586890135,0.1512846262
140,010001100,3,0.9544207212,0.1939722262
141,010001101,4,0.9608231671,0.193762437
142,010001110,4,0.9562499933,0.2010135157
143,010001111,5,0.9640243854,0.2269113725
144,010010000,2,0.9355182927,0.1628878268
145,010010001,3,0.943597557,0.1669537378
146,010010010,3,0.9370426815,0.1859965373
147,010010011,4,0.9367378037,0.1958240762
148,010010100,3,0.9419207256,0.2030755011
149,010010101,4,0.9435975533,0.2027544379
150,010010110,4,0.9428353608,0.4122778447
151,010010111,5,0.9432926774,0.2769849757
152,010011000,3,0.9513719399,0.2329935927
153,010011001,4,0.955487797,0.2314127795
154,010011010,4,0.9570121877,0.2396545438
155,010011011,5,0.9644817039,0.2534072064
156,010011100,4,0.9596036505,0.2749188193
157,010011101,5,0.9608231653,0.2573634591
158,010011110,5,0.9586890191,0.2851446816
159,010011111,6,0.9618902393,0.2912165942
160,010100000,2,0.9399390239,0.09322097432
161,010100001,3,0.926981708,0.1333965359
162,010100010,3,0.9460365772,0.1228090909
163,010100011,4,0.9469512142,0.1452375506
164,010100100,3,0.9356707316,0.1803958965
165,010100101,4,0.9425304867,0.182659965
166,010100110,4,0.9381097537,0.1851869859
167,010100111,5,0.9480182845,0.1973982276
168,010101000,3,0.9556402303,0.1283902619
169,010101001,4,0.9554877914,0.1521936124
170,010101010,4,0.9583841376,0.1237906108
171,010101011,5,0.961890243,0.1561283367
172,010101100,4,0.9548780415,0.1772159359
173,010101101,5,0.9568597469,0.2084413404
174,010101110,5,0.9596036505,0.2229905166
175,010101111,6,0.9585365672,0.2318464871
176,010110000,3,0.9341463428,0.2078121302
177,010110001,4,0.9394817054,0.2004012102
178,010110010,4,0.9370426852,0.3352389857
179,010110011,5,0.9410060942,0.2424715101
180,010110100,4,0.9402438998,0.2270922111
181,010110101,5,0.9463414587,0.2437225715
182,010110110,5,0.9414634127,0.2396552637
183,010110111,6,0.9443597514,0.2673205337
184,010111000,4,0.9567073099,0.2421766864
185,010111001,5,0.957012184,0.2482354445
186,010111010,5,0.9589938968,0.2682068814
187,010111011,6,0.9594512116,0.279120577
188,010111100,5,0.9551829174,0.2635214692
189,010111101,6,0.9599085283,0.3050948284
190,010111110,6,0.9559451174,0.3044974832
191,010111111,7,0.963719504,0.2866767156
192,011000000,2,0.9504573103,0.1211086311
193,011000001,3,0.9471036512,0.1576919009
194,011000010,3,0.9448170681,0.1295389787
195,011000011,4,0.9493902363,0.1929078563
196,011000100,3,0.9515243825,0.1577226631
197,011000101,4,0.9516768213,0.1970114671
198,011000110,4,0.9498475567,0.191795771
199,011000111,5,0.9521341417,0.2270386657
200,011001000,3,0.955487797,0.1316828153
201,011001001,4,0.9567073155,0.1810487332
202,011001010,4,0.9612804782,0.149196442
203,011001011,5,0.959146332,0.1784309237
204,011001100,4,0.9535060935,0.2112389025
205,011001101,5,0.9605182856,0.3885932574
206,011001110,5,0.9589938931,0.2441969891
207,011001111,6,0.9615853634,0.2859955677
208,011010000,3,0.9487804789,0.2195109283
209,011010001,4,0.9481707271,0.2154377233
210,011010010,4,0.9449695069,0.2644167612
211,011010011,5,0.9449695051,0.2340317885
212,011010100,4,0.952439012,0.2385208402
213,011010101,5,0.954268286,0.2557268739
214,011010110,5,0.9489329215,0.2694390733
215,011010111,6,0.9525914565,0.2840391258
216,011011000,4,0.9560975544,0.2577285054
217,011011001,5,0.9579268228,0.2819200605
218,011011010,5,0.958841458,0.2987742741
219,011011011,6,0.9600609709,0.3007806377
220,011011100,5,0.9589938931,0.2710625273
221,011011101,6,0.9602134116,0.300388671
222,011011110,6,0.9573170654,0.3343018061
223,011011111,7,0.959298769,0.3238683129
224,011100000,3,0.9408536591,0.1201759358
225,011100001,4,0.9452743847,0.1662776889
226,011100010,4,0.9487804808,0.1625480801
227,011100011,5,0.9506097492,0.1793539175
228,011100100,4,0.9510670714,0.1718315468
229,011100101,5,0.9513719473,0.2044244306
230,011100110,5,0.9544207174,0.2009842331
231,011100111,6,0.9519817065,0.2285920731
232,011101000,4,0.9621951152,0.2219230887
233,011101001,5,0.9603658449,0.268123046
234,011101010,5,0.9644817039,0.206266609
235,011101011,6,0.9592987709,0.1924978569
236,011101100,5,0.9617378004,0.2343629976
237,011101101,6,0.9591463376,0.2640092028
238,011101110,6,0.9606707245,0.2395493905
239,011101111,7,0.9621951133,0.2638499523
240,011110000,4,0.9474085271,0.2333530094
241,011110001,5,0.9440548718,0.2607987896
242,011110010,5,0.9455792625,0.2814117442
243,011110011,6,0.9530487731,0.2716712286
244,011110100,5,0.9503048733,0.2641298291
245,011110101,6,0.9474085309,0.2499909932
246,011110110,6,0.9506097473,0.2641389403
247,011110111,7,0.9538109675,0.2866593562
248,011111000,5,0.9550304767,0.2725362466
249,011111001,6,0.958993895,0.3032088177
250,011111010,6,0.9603658486,0.2909253226
251,011111011,7,0.9612804838,0.3173386743
252,011111100,6,0.964176828,0.316163627
253,011111101,7,0.9640243892,0.2906484376
254,011111110,7,0.9605182894,0.3400172121
255,011111111,8,0.9632621948,0.4130405989
256,100000000,1,0.8653963432,0.05144251033
257,100000001,2,0.8830792718,0.09909134312
258,100000010,2,0.9272865914,0.1128509992
259,100000011,3,0.9335365873,0.1357063192
260,100000100,2,0.9440548718,0.2004308952
261,100000101,3,0.9481707271,0.1661854191
262,100000110,3,0.9503048733,0.1506545902
263,100000111,4,0.9487804864,0.1450051651
264,100001000,2,0.9495426789,0.1157485445
265,100001001,3,0.9512195047,0.1273183418
266,100001010,3,0.9663109817,0.1359270001
267,100001011,4,0.9620426763,0.1646921253
268,100001100,3,0.9647865798,0.1379161642
269,100001101,4,0.963262191,0.1545369336
270,100001110,4,0.9641768225,0.171474142
271,100001111,5,0.9682926834,0.1738470579
272,100010000,2,0.9314024411,0.09646097757
273,100010001,3,0.936280489,0.1366260718
274,100010010,3,0.9408536572,0.1183711295
275,100010011,4,0.9417682886,0.1271214618
276,100010100,3,0.9513719417,0.1391151226
277,100010101,4,0.9528963342,0.1554693631
278,100010110,4,0.9477134068,0.1614845553
279,100010111,5,0.9499999974,0.1593395183
280,100011000,3,0.9574695043,0.1384578615
281,100011001,4,0.9638719484,0.1484918948
282,100011010,4,0.9623475503,0.1541509838
283,100011011,5,0.9660060965,0.1543926708
284,100011100,4,0.9644817002,0.1660791668
285,100011101,5,0.9692073204,0.1706519304
286,100011110,5,0.9696646333,0.1719646058
287,100011111,6,0.9652439002,0.1928226636
288,100100000,2,0.9224085417,0.09756062739
289,100100001,3,0.9368902445,0.1236085924
290,100100010,3,0.9499999899,0.1336969913
291,100100011,4,0.9493902382,0.206504555
292,100100100,3,0.9576219451,0.1772560109
293,100100101,4,0.9577743821,0.1677137092
294,100100110,4,0.9550304823,0.1726385914
295,100100111,5,0.9528963305,0.1877222597
296,100101000,3,0.9603658449,0.1424966599
297,100101001,4,0.9582317006,0.1647070954
298,100101010,4,0.9635670781,0.1536765499
299,100101011,5,0.9684451278,0.1646855306
300,100101100,4,0.9623475503,0.1672059349
301,100101101,5,0.9657012131,0.1904032845
302,100101110,5,0.9657012187,0.1828945968
303,100101111,6,0.9673780538,0.2067371374
304,100110000,3,0.9338414669,0.1354449289
305,100110001,4,0.9381097574,0.1583164767
306,100110010,4,0.9446646273,0.140418421
307,100110011,5,0.9420731664,0.1512810998
308,100110100,4,0.957926821,0.1752202315
309,100110101,5,0.9530487731,0.1871497701
310,100110110,5,0.952591449,0.1832640478
311,100110111,6,0.9535060879,0.1921334574
312,100111000,4,0.9676829297,0.1558179194
313,100111001,5,0.963109754,0.167221989
314,100111010,5,0.9621951208,0.1824102593
315,100111011,6,0.9631097522,0.1866992847
316,100111100,5,0.9669207297,0.1835955237
317,100111101,6,0.9661585316,0.1998526342
318,100111110,6,0.9657012206,0.1994900974
319,100111111,7,0.9637195077,0.3759361217
320,101000000,2,0.9503048677,0.1123269997
321,101000001,3,0.953048775,0.1407439543
322,101000010,3,0.9539634027,0.1114213858
323,101000011,4,0.9560975581,0.1510076611
324,101000100,3,0.9624999966,0.1362094213
325,101000101,4,0.9565548692,0.1581497551
326,101000110,4,0.9586890172,0.1529696728
327,101000111,5,0.9611280449,0.1737721614
328,101001000,3,0.9661585353,0.1314932012
329,101001001,4,0.9663109742,0.1626024148
330,101001010,4,0.9649390206,0.1500430945
331,101001011,5,0.9695122056,0.1774945036
332,101001100,4,0.9624999929,0.1707430179
333,101001101,5,0.9678353649,0.1775467619
334,101001110,5,0.9672256075,0.1807405879
335,101001111,6,0.9673780575,0.2185122878
336,101010000,3,0.9498475567,0.1365595176
337,101010001,4,0.9527438916,0.1580627062
338,101010010,4,0.9530487694,0.1827030429
339,101010011,5,0.9528963324,0.1730788327
340,101010100,4,0.961737806,0.1694561779
341,101010101,5,0.9649390262,0.1703384123
342,101010110,5,0.9528963305,0.1802943386
343,101010111,6,0.9589938968,0.1846750332
344,101011000,4,0.964634141,0.194875374
345,101011001,5,0.9628048781,0.1997483987
346,101011010,5,0.9643292632,0.210029603
347,101011011,6,0.9690548796,0.1985359336
348,101011100,5,0.9661585353,0.1913031316
349,101011101,6,0.9696646389,0.3093579304
350,101011110,6,0.9681402408,0.2603807449
351,101011111,7,0.9638719484,0.2198956287
352,101100000,3,0.9518292565,0.1353251534
353,101100001,4,0.9532012139,0.1389175798
354,101100010,4,0.9609756079,0.1522667618
355,101100011,5,0.9577743858,0.1480007793
356,101100100,4,0.9591463339,0.1657813322
357,101100101,5,0.9574694987,0.1785467933
358,101100110,5,0.9629573151,0.1768365032
359,101100111,6,0.9612804819,0.1891228305
360,101101000,4,0.9634146318,0.168340771
361,101101001,5,0.9644817058,0.176816938
362,101101010,5,0.9624999966,0.1689127102
363,101101011,6,0.9637195095,0.1817409033
364,101101100,5,0.9696646333,0.1734690042
365,101101101,6,0.9644817039,0.2133307862
366,101101110,6,0.9675304852,0.2001497867
367,101101111,7,0.9689024445,0.2136532324
368,101110000,4,0.9560975526,0.1694042669
369,101110001,5,0.9570121858,0.1660167179
370,101110010,5,0.9585365802,0.1784977219
371,101110011,6,0.9557926711,0.1782466671
372,101110100,5,0.9644817002,0.1726493784
373,101110101,6,0.9577743821,0.181031581
374,101110110,6,0.9637195077,0.1878173118
375,101110111,7,0.9571646266,0.217339966
376,101111000,5,0.9667682927,0.1849404364
377,101111001,6,0.9640243854,0.320313164
378,101111010,6,0.964786578,0.2308151182
379,101111011,7,0.9603658468,0.2280426561
380,101111100,6,0.9635670688,0.2217264464
381,101111101,7,0.9650914595,0.2315300149
382,101111110,7,0.9690548796,0.2183860508
383,101111111,8,0.9637195133,0.2397632855
384,110000000,2,0.942378046,0.1023272595
385,110000001,3,0.9457317069,0.1523044817
386,110000010,3,0.9515243825,0.1274834615
387,110000011,4,0.9507621918,0.175960077
388,110000100,3,0.9559451118,0.1492509923
389,110000101,4,0.9562499914,0.1904697402
390,110000110,4,0.9560975488,0.160214691
391,110000111,5,0.9551829174,0.1890920834
392,110001000,3,0.9653963372,0.1357308119
393,110001001,4,0.9617377985,0.1536827425
394,110001010,4,0.9682926834,0.1485241046
395,110001011,5,0.9670731667,0.1769618806
396,110001100,4,0.9617377967,0.18006679
397,110001101,5,0.9626524374,0.1984722707
398,110001110,5,0.9652439002,0.184927925
399,110001111,6,0.9626524355,0.2035451112
400,110010000,3,0.9547256026,0.1810064591
401,110010001,4,0.9516768232,0.1931645344
402,110010010,4,0.9487804808,0.1966901873
403,110010011,5,0.9471036531,0.1901693111
404,110010100,4,0.9553353563,0.1947822548
405,110010101,5,0.953201212,0.2160813212
406,110010110,5,0.9480182827,0.218691871
407,110010111,6,0.9516768251,0.3759041177
408,110011000,4,0.958231695,0.2197342259
409,110011001,5,0.9621951114,0.2163874777
410,110011010,5,0.9644817039,0.2193003995
411,110011011,6,0.9638719447,0.23684128
412,110011100,5,0.9612804819,0.2286357516
413,110011101,6,0.9644817039,0.2295870977
414,110011110,6,0.9637195077,0.2462959136
415,110011111,7,0.9681402519,0.2540232334
416,110100000,3,0.9510670714,0.1087195657
417,110100001,4,0.9451219458,0.1674812513
418,110100010,4,0.9541158434,0.1336211525
419,110100011,5,0.9568597469,0.1682509559
420,110100100,4,0.9579268228,0.1566663263
421,110100101,5,0.9567073006,0.1923621674
422,110100110,5,0.9547256045,0.1711755372
423,110100111,6,0.9544207193,0.1782295462
424,110101000,4,0.9621951189,0.151591171
425,110101001,5,0.9621951208,0.1687642131
426,110101010,5,0.965548778,0.1652380908
427,110101011,6,0.9629573077,0.1781795989
428,110101100,5,0.9626524337,0.1925693848
429,110101101,6,0.9609756004,0.1956794159
430,110101110,6,0.9653963409,0.2012857567
431,110101111,7,0.9658536613,0.2059036302
432,110110000,4,0.9525914509,0.190835604
433,110110001,5,0.953048775,0.1948711216
434,110110010,5,0.9512195047,0.2008119989
435,110110011,6,0.9568597432,0.2100424496
436,110110100,5,0.9548780341,0.3190835472
437,110110101,6,0.9524390157,0.2554515093
438,110110110,6,0.9568597469,0.2188521465
439,110110111,7,0.9557926748,0.2348899278
440,110111000,5,0.9647865817,0.2230814546
441,110111001,6,0.9644817077,0.2243005
442,110111010,6,0.9629573133,0.2662793156
443,110111011,7,0.9624999985,0.2361019221
444,110111100,6,0.964786578,0.2217209716
445,110111101,7,0.9670731686,0.2392563811
446,110111110,7,0.9637195077,0.2505255626
447,110111111,8,0.9663109742,0.2420711997
448,111000000,3,0.9498475511,0.1094583822
449,111000001,4,0.9550304785,0.2016363414
450,111000010,4,0.9554877952,0.1262044164
451,111000011,5,0.9550304729,0.1685197698
452,111000100,4,0.9608231634,0.1636474896
453,111000101,5,0.9580792617,0.16819228
454,111000110,5,0.960975606,0.1631978797
455,111000111,6,0.9588414561,0.178122621
456,111001000,4,0.9663109723,0.1493365318
457,111001001,5,0.960213406,0.1580275986
458,111001010,5,0.9644817039,0.1614640043
459,111001011,6,0.9693597592,0.1673336257
460,111001100,5,0.9623475634,0.1988814175
461,111001101,6,0.9624999948,0.2131315088
462,111001110,6,0.9695121981,0.2274610037
463,111001111,7,0.9701219536,0.2215583678
464,111010000,4,0.9522865787,0.1902281402
465,111010001,5,0.9565548692,0.3861234859
466,111010010,5,0.9501524325,0.2081504837
467,111010011,6,0.9539634027,0.2327699261
468,111010100,5,0.96204268,0.1961445869
469,111010101,6,0.9583841395,0.2142438563
470,111010110,6,0.9586890098,0.2075651209
471,111010111,7,0.9618902374,0.2460674956
472,111011000,5,0.9638719503,0.2441837927
473,111011001,6,0.9602134135,0.2257233416
474,111011010,6,0.9687500075,0.2528586062
475,111011011,7,0.964176828,0.2418077742
476,111011100,6,0.9672256112,0.2396430206
477,111011101,7,0.9663109761,0.245831884
478,111011110,7,0.9678353649,0.271671345
479,111011111,8,0.9653963409,0.297615774
480,111100000,4,0.9522865769,0.1520633074
481,111100001,5,0.9490853604,0.1667485817
482,111100010,5,0.9591463339,0.139335844
483,111100011,6,0.9574695099,0.1675422555
484,111100100,5,0.9605182838,0.1770865889
485,111100101,6,0.9573170673,0.1772199203
486,111100110,6,0.9629573114,0.1877477956
487,111100111,7,0.9623475522,0.2054754389
488,111101000,5,0.966463415,0.1571392328
489,111101001,6,0.9646341447,0.1878299923
490,111101010,6,0.9657012131,0.1730029145
491,111101011,7,0.9621951226,0.1842359612
492,111101100,6,0.9681402501,0.1861764477
493,111101101,7,0.9640243854,0.3398395209
494,111101110,7,0.963262191,0.2477963772
495,111101111,8,0.9658536594,0.22599763
496,111110000,5,0.9541158415,0.2100702799
497,111110001,6,0.9516768176,0.2153714146
498,111110010,6,0.956097547,0.2142396532
499,111110011,7,0.9548780415,0.2065643724
500,111110100,6,0.9571646266,0.210213976
501,111110101,7,0.9533536471,0.2283734311
502,111110110,7,0.9586890154,0.2245801887
503,111110111,8,0.9562499896,0.2269489216
504,111111000,6,0.9646341465,0.2548272442
505,111111001,7,0.9647865836,0.259944424
506,111111010,7,0.9606707208,0.2898382405
507,111111011,8,0.9617377967,0.2683291459
508,111111100,7,0.9685975611,0.267471821
509,111111101,8,0.963262191,0.2523085512
510,111111110,8,0.9663109742,0.2578454181
511,111111111,9,0.9672256112,0.3458421361
