index,bitmask,num_features,accuracy,time,rank,crowding_distance
7287,001110001110111,9,0.8912627473,0.3353925804,0,inf
1120,000010001100000,3,0.8698979616,0.03598636651,0,0
16448,100000001000000,2,0.866071431,0.01048197823,0,0
16448,100000001000000,2,0.866071431,0.01048197823,0,0
3172,000110001100100,5,0.8681441359,0.0318621934,0,0
3174,000110001100110,6,0.8791454062,0.1361255356,0,0
16448,100000001000000,2,0.866071431,0.01048197823,0,0
16448,100000001000000,2,0.866071431,0.01048197823,0,0.02282454707
2147,000100001100011,5,0.887117343,0.2059425327,0,0
16448,100000001000000,2,0.866071431,0.01048197823,0,0
7287,001110001110111,9,0.8912627473,0.3353925804,0,0
16448,100000001000000,2,0.866071431,0.01048197823,0,0
3172,000110001100100,5,0.8681441359,0.0318621934,0,0
2147,000100001100011,5,0.887117343,0.2059425327,0,0
100,000000001100100,3,0.867028065,0.01594595192,0,0.02282454707
1120,000010001100000,3,0.8698979616,0.03598636651,0,0
3172,000110001100100,5,0.8681441359,0.0318621934,0,0
16448,100000001000000,2,0.866071431,0.01048197823,0,0
7287,001110001110111,9,0.8912627473,0.3353925804,0,0
3174,000110001100110,6,0.8791454062,0.1361255356,0,0.05386760946
3172,000110001100100,5,0.8681441359,0.0318621934,0,0
3168,000110001100000,4,0.8706951551,0.03679376599,0,0
1120,000010001100000,3,0.8698979616,0.03598636651,0,0
3171,000110001100011,6,0.8802614771,0.1513622454,0,0
3168,000110001100000,4,0.8706951551,0.03679376599,0,0
1120,000010001100000,3,0.8698979616,0.03598636651,0,0.007506793679
3168,000110001100000,4,0.8706951551,0.03679376599,0,0
1120,000010001100000,3,0.8698979616,0.03598636651,0,0
3171,000110001100011,6,0.8802614771,0.1513622454,0,0
16448,100000001000000,2,0.866071431,0.01048197823,0,0
1120,000010001100000,3,0.8698979616,0.03598636651,0,0
100,000000001100100,3,0.867028065,0.01594595192,0,0
3172,000110001100100,5,0.8681441359,0.0318621934,0,0
18020,100011001100100,6,0.8721301034,0.06343758904,0,0
3168,000110001100000,4,0.8706951551,0.03679376599,0,0
100,000000001100100,3,0.867028065,0.01594595192,0,0.05595625734
3168,000110001100000,4,0.8706951551,0.03679376599,0,0
18020,100011001100100,6,0.8721301034,0.06343758904,0,0.03480395955
1120,000010001100000,3,0.8698979616,0.03598636651,0,0
1120,000010001100000,3,0.8698979616,0.03598636651,0,0
3168,000110001100000,4,0.8706951551,0.03679376599,0,0
100,000000001100100,3,0.867028065,0.01594595192,0,0
100,000000001100100,3,0.867028065,0.01594595192,0,0
7287,001110001110111,9,0.8912627473,0.3353925804,0,0
3192,000110001111000,6,0.8785076514,0.06997834018,0,0
1120,000010001100000,3,0.8698979616,0.03598636651,0,0
32,000000000100000,1,0.7326211818,0.01004734793,0,0
1120,000010001100000,3,0.8698979616,0.03598636651,0,0
3168,000110001100000,4,0.8706951551,0.03679376599,0,0
3192,000110001111000,6,0.8785076514,0.06997834018,0,0.06030502247
7287,001110001110111,9,0.8912627473,0.3353925804,0,0.4240158155
1120,000010001100000,3,0.8698979616,0.03598636651,0,0
3176,000110001101000,5,0.8713329099,0.04795430356,0,0.03832377539
3172,000110001100100,5,0.8681441359,0.0318621934,0,0
3174,000110001100110,6,0.8791454062,0.1361255356,0,0
7287,001110001110111,9,0.8912627473,0.3353925804,0,0
3172,000110001100100,5,0.8681441359,0.0318621934,0,0
2147,000100001100011,5,0.887117343,0.2059425327,0,0.05387673927
3172,000110001100100,5,0.8681441359,0.0318621934,0,0.0237315702
16448,100000001000000,2,0.866071431,0.01048197823,0,0.842541983
3168,000110001100000,4,0.8706951551,0.03679376599,0,0
100,000000001100100,3,0.867028065,0.01594595192,0,0
18020,100011001100100,6,0.8721301034,0.06343758904,0,0.06030502247
3192,000110001111000,6,0.8785076514,0.06997834018,0,0
100,000000001100100,3,0.867028065,0.01594595192,0,0
32,000000000100000,1,0.7326211818,0.01004734793,0,0
1120,000010001100000,3,0.8698979616,0.03598636651,0,0
16448,100000001000000,2,0.866071431,0.01048197823,0,0
3176,000110001101000,5,0.8713329099,0.04795430356,0,0
100,000000001100100,3,0.867028065,0.01594595192,0,0
3176,000110001101000,5,0.8713329099,0.04795430356,0,0
3171,000110001100011,6,0.8802614771,0.1513622454,0,0
1120,000010001100000,3,0.8698979616,0.03598636651,0,0
1120,000010001100000,3,0.8698979616,0.03598636651,0,0
32,000000000100000,1,0.7326211818,0.01004734793,0,0
1120,000010001100000,3,0.8698979616,0.03598636651,0,0
1120,000010001100000,3,0.8698979616,0.03598636651,0,0
16448,100000001000000,2,0.866071431,0.01048197823,0,0
1120,000010001100000,3,0.8698979616,0.03598636651,0,0
32,000000000100000,1,0.7326211818,0.01004734793,0,0
16448,100000001000000,2,0.866071431,0.01048197823,0,0
1120,000010001100000,3,0.8698979616,0.03598636651,0,0
3174,000110001100110,6,0.8791454062,0.1361255356,0,0
3172,000110001100100,5,0.8681441359,0.0318621934,0,0
32,000000000100000,1,0.7326211818,0.01004734793,0,0.842541983
100,000000001100100,3,0.867028065,0.01594595192,0,0
3171,000110001100011,6,0.8802614771,0.1513622454,0,0
1120,000010001100000,3,0.8698979616,0.03598636651,0,0
3176,000110001101000,5,0.8713329099,0.04795430356,0,0
3172,000110001100100,5,0.8681441359,0.0318621934,0,0
1120,000010001100000,3,0.8698979616,0.03598636651,0,0
16448,100000001000000,2,0.866071431,0.01048197823,0,0
2147,000100001100011,5,0.887117343,0.2059425327,0,0
3168,000110001100000,4,0.8706951551,0.03679376599,0,0
