generation,num_fronts,pareto_size,best_accuracy,min_time,mean_accuracy,mean_time,hypervolume,mutation_rate,diversity
0,1,1,0.8844068833,0.01131022008,0.8074975234,0.3091019311,0.8528975382,0.06666666667,0.9911111111
1,1,1,0.8824936189,0.01048197823,0.8040610859,0.3074863848,0.8529272969,0.06599326599,0.9888888889
2,1,1,0.8778698966,0.0104612672,0.8087298078,0.307182379,0.8560565535,0.06531986532,0.9888888889
3,1,1,0.8812181111,0.01594595192,0.8032855047,0.3043781228,0.8560565535,0.06464646465,0.9977777778
4,1,1,0.8804209158,0.01048197823,0.8055527244,0.3025613806,0.8578401379,0.06397306397,0.9888888889
5,1,1,0.8804209158,0.01004734793,0.7991082083,0.3202087118,0.8578401379,0.0632996633,0.9866666667
6,1,1,0.8799425997,0.01080519165,0.8039608166,0.3128264704,0.8578401379,0.06262626263,0.9977777778
7,1,1,0.8879145347,0.01136688385,0.7990065216,0.3259789642,0.8578401379,0.06195286195,0.9933333333
8,1,1,0.8837691285,0.0104612672,0.8023242657,0.3151782397,0.8578401379,0.06127946128,0.9933333333
9,1,1,0.8837691285,0.01004734793,0.7973646561,0.3299554935,0.8578401379,0.06060606061,0.9866666667
10,1,1,0.8820153028,0.05233745615,0.8025425196,0.3243232729,0.8578401379,0.05993265993,0.9866666667
11,1,1,0.882971935,0.01148478602,0.7986327259,0.3295862748,0.8578401379,0.05925925926,0.9955555556
12,1,1,0.8808992319,0.01011259375,0.8034343139,0.3216656543,0.8578401379,0.05858585859,0.9888888889
13,1,1,0.8791454062,0.02859240747,0.7958960479,0.3305502975,0.8578401379,0.05791245791,0.9933333333
14,1,1,0.8793048449,0.02958149009,0.8019610995,0.324653979,0.8578401379,0.05723905724,0.9955555556
15,1,1,0.8807397932,0.02859240747,0.7999564217,0.338163753,0.8578401379,0.05656565657,0.9844444444
16,1,1,0.8858418316,0.02859053586,0.7996138065,0.3343616257,0.8578401379,0.05589225589,0.9933333333
17,1,1,0.8834502511,0.03944781661,0.7993055576,0.3375793527,0.8578401379,0.05521885522,0.9955555556
18,1,1,0.8812181093,0.03084701026,0.7991765899,0.3320894932,0.8578401379,0.05454545455,0.9955555556
19,1,1,0.8812181093,0.01136688385,0.7977476634,0.3365568311,0.8578401379,0.05387205387,0.9977777778
20,1,1,0.8810586706,0.02176367841,0.8025705098,0.3376658658,0.8578401379,0.0531986532,0.9933333333
21,1,1,0.8826530576,0.04508987011,0.7974358719,0.344752211,0.8578401379,0.05252525253,0.9977777778
22,1,1,0.8810586706,0.04410026269,0.8005080808,0.3348640817,0.8578401379,0.05185185185,0.9933333333
23,1,1,0.8866390251,0.01136688385,0.7965876576,0.3407879184,0.8578401379,0.05117845118,1
24,1,1,0.8804209158,0.01978679741,0.7987549629,0.3281617429,0.8578401379,0.05050505051,0.9955555556
25,1,1,0.879783161,0.01080519165,0.798525016,0.3535906938,0.8578401379,0.04983164983,0.9911111111
26,1,1,0.8867984638,0.01048197823,0.7989625877,0.3328662256,0.8578401379,0.04915824916,0.9955555556
27,1,1,0.881377548,0.02490369469,0.7993179585,0.3432846561,0.8578401379,0.04848484848,1
28,1,1,0.8815369867,0.01148478602,0.7977639618,0.337153572,0.8578401379,0.04781144781,0.9955555556
29,1,1,0.8807397932,0.01136688385,0.8040617932,0.3475855142,0.8578401379,0.04713804714,0.9933333333
30,1,1,0.8791454062,0.0137883464,0.7958825843,0.3397318139,0.8578401379,0.04646464646,0.9866666667
31,1,1,0.8818558641,0.03804697609,0.8022721821,0.3337215361,0.8578401379,0.04579124579,0.9933333333
32,1,1,0.8807397932,0.0436157909,0.7960299765,0.339368072,0.8578401379,0.04511784512,0.9888888889
33,1,1,0.881377548,0.04339379311,0.803228106,0.3337416579,0.8578401379,0.04444444444,0.9977777778
34,1,1,0.8840880059,0.01136688385,0.7956802743,0.3412471358,0.8578401379,0.04377104377,0.9888888889
35,1,1,0.8807397932,0.03495865571,0.8013609009,0.33810647,0.8578401379,0.0430976431,0.9955555556
36,1,1,0.8837691285,0.01136688385,0.7976562518,0.3457847565,0.8578401379,0.04242424242,0.9844444444
37,1,1,0.8840880059,0.02951122326,0.803217831,0.3337272324,0.8578401379,0.04175084175,0.9844444444
38,1,1,0.8799425997,0.0104612672,0.8012007531,0.341069594,0.8578401379,0.04107744108,0.9911111111
39,1,1,0.8824936189,0.02470701619,0.797881238,0.3406594357,0.8578401379,0.0404040404,0.9866666667
40,1,1,0.881377548,0.0104612672,0.8014175901,0.3347204086,0.8578401379,0.03973063973,0.9933333333
41,1,1,0.8816964254,0.01080519165,0.803335107,0.3381284101,0.8578401379,0.03905723906,0.9977777778
42,1,1,0.8852040768,0.0524994274,0.7980520149,0.3378951627,0.8578401379,0.03838383838,0.9888888889
43,1,1,0.8808992337,0.0137883464,0.8045826269,0.3373609099,0.8578401379,0.03771043771,0.9911111111
44,1,1,0.8778698966,0.01880073416,0.7984289987,0.3332746363,0.8578401379,0.03703703704,0.9911111111
45,1,1,0.8799425997,0.01136688385,0.7993551609,0.3408141137,0.8578401379,0.03636363636,0.9866666667
46,1,1,0.887117343,0.01131022008,0.7967166262,0.3344091399,0.8578401379,0.03569023569,0.9955555556
47,1,1,0.8807397932,0.04281588341,0.8047321452,0.3390453877,0.8578401379,0.03501683502,0.9933333333
48,1,1,0.8837691285,0.02977932448,0.7939817197,0.3314476759,0.8578401379,0.03434343434,0.9911111111
49,1,1,0.8793048449,0.03970919456,0.805705076,0.3391611426,0.8578401379,0.03367003367,0.9955555556
50,1,1,0.8807397932,0.02836481354,0.7927023123,0.3316043184,0.8578401379,0.032996633,0.9933333333
51,1,1,0.8823341802,0.03970919456,0.8060739114,0.3365265723,0.8578401379,0.03232323232,0.9866666667
52,1,1,0.8791454062,0.02958149009,0.7922169097,0.3315037594,0.8578401379,0.03164983165,0.9933333333
53,1,1,0.8824936189,0.01048197823,0.8069090162,0.331634349,0.8578401379,0.03097643098,0.9844444444
54,1,1,0.8769132644,0.03819431394,0.7982107451,0.3398693925,0.8578401379,0.0303030303,0.9911111111
55,1,1,0.8797831628,0.04311930388,0.8027182565,0.3320839333,0.8578401379,0.02962962963,0.9933333333
56,1,1,0.8799425997,0.02958149009,0.802642434,0.3328904842,0.8578401379,0.02895622896,0.9933333333
57,1,1,0.8796237223,0.01136688385,0.8001569611,0.3311018429,0.8578401379,0.02828282828,0.9866666667
58,1,1,0.8793048449,0.03298879068,0.8018243364,0.3192587129,0.8578401379,0.02760942761,0.9911111111
59,1,1,0.882971935,0.01136688385,0.800559455,0.3320246833,0.8578401379,0.02693602694,0.9955555556
60,1,1,0.8824936189,0.02857963589,0.8021662441,0.3198935969,0.8578401379,0.02626262626,0.9977777778
61,1,1,0.8816964254,0.01630683697,0.8009679732,0.3366094642,0.8578401379,0.02558922559,0.9977777778
62,1,1,0.8802614771,0.03840867337,0.7978404929,0.3163459415,0.8578401379,0.02491582492,0.9911111111
63,1,1,0.8837691303,0.04804926811,0.8024812244,0.3311846001,0.8578401379,0.02424242424,0.9755555556
